Date,Open,High,Low,Close,Adj Close,Volume
2017-08-01,879.000000,879.875000,867.025024,870.474976,817.165039,416108
2017-08-02,871.950012,871.950012,855.000000,857.599976,805.078552,388220
2017-08-03,857.500000,858.625000,842.025024,845.750000,793.954285,329544
2017-08-04,845.250000,854.224976,836.500000,849.599976,797.568481,393554
2017-08-07,853.500000,869.500000,849.775024,866.575012,813.503967,561000
2017-08-08,870.900024,876.250000,851.474976,858.450012,805.876526,636838
2017-08-09,856.775024,866.000000,841.375000,844.500000,792.780884,600900
2017-08-10,841.000000,844.924988,807.325012,813.525024,763.702881,605970
2017-08-11,800.125000,818.974976,791.325012,802.549988,753.399963,600274
2017-08-14,810.000000,827.450012,810.000000,823.450012,773.020081,471930
2017-08-16,829.400024,847.375000,828.000000,845.849976,794.048096,704266
2017-08-17,847.500000,854.349976,837.000000,842.900024,791.278870,426244
2017-08-18,840.000000,850.525024,830.825012,840.450012,788.978882,554858
2017-08-21,839.299988,841.599976,814.750000,821.000000,770.720093,381858
2017-08-22,825.000000,828.275024,803.625000,808.099976,758.609985,451304
2017-08-23,810.849976,827.500000,808.500000,820.200012,769.969055,442368
2017-08-24,824.000000,824.000000,813.025024,818.650024,768.513977,282882
2017-08-28,823.400024,842.775024,820.000000,835.849976,784.660522,574988
2017-08-29,834.099976,834.099976,819.000000,823.099976,772.691406,324456
2017-08-30,830.500000,836.025024,825.000000,828.674988,777.925049,317452
2017-08-31,831.200012,831.299988,817.200012,819.924988,769.710876,299538
2017-09-01,821.900024,835.500000,820.099976,829.974976,779.145386,268776
2017-09-04,830.799988,868.000000,826.549988,863.799988,810.898865,1714102
2017-09-05,873.000000,885.000000,867.599976,873.599976,820.098694,1082302
2017-09-06,865.500000,882.450012,861.275024,875.799988,822.163940,626670
2017-09-07,875.000000,899.500000,875.000000,896.549988,841.643127,1008228
2017-09-08,904.549988,908.500000,882.775024,886.125000,831.856628,1181446
2017-09-11,891.900024,907.500000,888.150024,901.974976,846.735962,712202
2017-09-12,904.500000,913.500000,896.000000,906.525024,851.007385,843686
2017-09-13,908.900024,919.974976,905.000000,907.650024,852.063416,996254
2017-09-14,911.200012,919.000000,908.049988,911.825012,855.982727,747490
2017-09-15,910.200012,917.950012,905.000000,911.724976,855.888855,1183744
2017-09-18,921.450012,921.700012,898.000000,901.299988,846.102295,573740
2017-09-19,904.450012,911.200012,881.549988,885.950012,831.692383,428833
2017-09-20,889.950012,896.750000,877.049988,880.849976,826.904663,313656
2017-09-21,883.700012,885.299988,865.549988,872.099976,818.690491,245016
2017-09-22,869.900024,872.000000,841.000000,847.299988,795.409424,259352
2017-09-25,847.299988,849.000000,799.000000,813.200012,763.397705,437934
2017-09-26,813.200012,836.000000,807.400024,826.650024,776.023987,329132
2017-09-27,835.150024,857.000000,800.500000,808.000000,758.516174,771204
2017-09-28,810.950012,819.650024,792.299988,806.900024,757.483582,494665
2017-09-29,812.400024,823.000000,808.099976,813.299988,763.491577,251168
2017-10-03,824.000000,824.000000,798.250000,802.250000,753.118347,208405
2017-10-04,805.000000,806.400024,795.099976,798.349976,749.457092,286544
2017-10-05,799.349976,832.000000,795.049988,827.200012,776.540283,711810
2017-10-06,833.099976,835.400024,824.750000,830.099976,779.262756,363750
2017-10-09,830.000000,868.799988,825.900024,864.049988,811.133545,1153867
2017-10-10,866.900024,870.000000,854.500000,865.250000,812.260132,526603
2017-10-11,868.000000,874.599976,835.000000,840.700012,789.213623,532462
2017-10-12,845.000000,855.000000,839.000000,852.799988,800.572571,277063
2017-10-13,857.200012,878.900024,855.549988,862.400024,809.584595,749721
2017-10-16,866.000000,870.450012,850.000000,856.150024,803.717407,315055
2017-10-17,852.000000,859.000000,845.000000,849.200012,797.192993,293182
2017-10-18,851.400024,861.700012,846.000000,848.500000,796.535889,341930
2017-10-19,848.099976,852.500000,826.099976,837.299988,786.021790,95246
2017-10-23,842.000000,855.400024,821.200012,850.000000,797.944031,293889
2017-10-24,850.000000,862.700012,845.150024,852.349976,800.150024,350829
2017-10-25,856.000000,888.000000,837.299988,863.950012,811.039673,1156840
2017-10-26,865.700012,865.700012,835.000000,840.200012,788.744202,491554
2017-10-27,840.700012,852.000000,839.950012,842.000000,790.433960,252057
2017-10-30,842.500000,851.400024,832.500000,836.150024,784.942261,296146
2017-10-31,840.250000,845.700012,829.200012,839.650024,788.227966,276605
2017-11-01,844.049988,860.000000,842.349976,853.549988,801.276611,460879
2017-11-02,855.000000,876.000000,854.950012,866.099976,813.057983,805578
2017-11-03,866.849976,869.700012,854.049988,858.500000,805.923462,230232
2017-11-06,858.700012,869.400024,854.049988,862.900024,810.054016,246867
2017-11-07,865.000000,894.549988,839.700012,871.450012,818.080383,1431511
2017-11-08,875.750000,912.799988,874.900024,884.200012,830.049500,2166315
2017-11-09,890.500000,912.000000,884.250000,908.599976,852.955200,891357
2017-11-10,909.000000,911.450012,891.000000,900.250000,845.116577,496728
2017-11-13,903.000000,923.900024,901.950012,906.299988,850.796021,1148730
2017-11-14,911.000000,918.000000,892.000000,896.299988,841.408508,447956
2017-11-15,880.000000,901.500000,864.000000,872.500000,819.066040,454129
2017-11-16,877.650024,900.000000,862.799988,895.599976,840.751343,552550
2017-11-17,904.000000,905.900024,887.400024,893.900024,839.155579,391763
2017-11-20,897.400024,939.000000,884.000000,932.799988,875.673157,1083250
2017-11-21,945.000000,945.849976,926.500000,932.299988,875.203735,938133
2017-11-22,937.700012,960.000000,928.200012,949.450012,891.303467,1206030
2017-11-23,951.950012,967.950012,938.150024,949.299988,891.162720,1375363
2017-11-24,952.849976,964.000000,945.099976,951.400024,893.134033,563094
2017-11-27,950.799988,975.750000,945.000000,971.500000,912.003052,731202
2017-11-28,973.549988,975.000000,960.700012,966.200012,907.027588,524526
2017-11-29,966.599976,968.700012,954.200012,957.099976,898.484863,285092
2017-11-30,955.099976,959.500000,938.299988,942.799988,885.060730,286206
2017-12-01,945.000000,955.900024,911.500000,920.299988,863.938660,323883
2017-12-04,924.700012,939.000000,909.049988,923.049988,866.520264,392699
2017-12-05,923.049988,941.799988,918.099976,934.549988,877.315979,557961
2017-12-06,930.000000,933.799988,904.349976,909.849976,854.128662,351936
2017-12-07,911.799988,936.000000,910.000000,932.849976,875.720093,617611
2017-12-08,937.349976,941.500000,921.200012,927.700012,870.885437,349535
2017-12-11,930.500000,954.799988,927.099976,948.799988,890.693237,649474
2017-12-12,953.700012,953.700012,928.799988,932.700012,875.579224,337991
2017-12-13,936.400024,943.000000,914.500000,919.549988,863.234558,352450
2017-12-14,927.000000,927.000000,882.400024,915.799988,859.714294,611659
2017-12-15,925.000000,934.650024,918.000000,924.750000,868.116150,328782
2017-12-18,920.000000,941.500000,893.000000,931.250000,874.218079,371533
2017-12-19,934.450012,946.200012,931.000000,939.049988,881.540283,357127
2017-12-20,935.000000,967.450012,934.900024,960.150024,901.348206,810937
2017-12-21,967.750000,967.750000,948.700012,951.599976,893.321777,353105
2017-12-22,956.799988,969.500000,944.400024,956.799988,898.203369,589186
2017-12-26,957.500000,964.000000,950.000000,961.549988,902.662476,304014
2017-12-27,964.799988,971.000000,946.000000,952.000000,893.697327,412791
2017-12-28,954.049988,958.000000,938.750000,943.650024,885.858704,290806
2017-12-29,945.000000,984.849976,945.000000,977.150024,917.307068,1318993
2018-01-01,977.950012,977.950012,958.299988,964.049988,905.009277,362876
2018-01-02,968.750000,983.500000,950.150024,977.849976,917.964111,665737
2018-01-03,985.000000,1006.000000,976.849976,994.049988,933.171997,1303199
2018-01-04,999.500000,1005.000000,990.700012,998.349976,937.208740,404734
2018-01-05,1000.849976,1015.000000,999.500000,1005.849976,944.249390,699783
2018-01-08,1006.900024,1018.500000,1005.500000,1009.000000,947.206482,317396
2018-01-09,1010.000000,1013.450012,996.099976,1006.900024,945.235107,222252
2018-01-10,1007.799988,1054.000000,998.000000,1041.949951,978.138428,1783807
2018-01-11,1032.500000,1057.199951,1025.849976,1038.099976,974.524292,808184
2018-01-12,1037.000000,1056.500000,1023.049988,1038.349976,974.758972,786081
2018-01-15,1040.000000,1053.000000,1039.900024,1044.250000,980.297729,401856
2018-01-16,1045.000000,1075.000000,1040.300049,1045.750000,981.705872,1012534
2018-01-17,1044.900024,1060.000000,1027.099976,1047.199951,983.066956,531231
2018-01-18,1052.000000,1064.300049,1025.699951,1033.300049,970.018311,528131
2018-01-19,1035.949951,1052.449951,1017.099976,1037.949951,974.383423,853690
2018-01-22,1039.900024,1085.000000,1029.050049,1078.750000,1012.684875,1088524
2018-01-23,1084.849976,1095.000000,1071.500000,1077.250000,1011.276733,708020
2018-01-24,1075.099976,1123.250000,1068.300049,1094.400024,1027.376343,1361443
2018-01-25,1097.400024,1111.500000,1078.500000,1087.699951,1021.086609,728501
2018-01-29,1092.699951,1118.000000,1080.500000,1086.050049,1019.537842,607552
2018-01-30,1087.699951,1096.500000,1072.550049,1082.800049,1016.486694,339462
2018-01-31,1082.000000,1088.449951,1046.250000,1059.800049,994.895447,320365
2018-02-01,1064.500000,1076.449951,980.000000,1024.599976,961.851074,645607
2018-02-02,1005.000000,1034.849976,990.000000,993.049988,932.233276,463070
2018-02-05,979.000000,1018.000000,956.650024,1006.450012,944.812683,460391
2018-02-06,930.000000,979.900024,923.250000,969.000000,909.656189,535781
2018-02-07,987.000000,998.950012,964.049988,972.849976,913.270447,301733
2018-02-08,978.700012,1009.500000,976.200012,995.900024,934.908813,475024
2018-02-09,960.000000,1008.000000,960.000000,998.250000,937.114868,390409
2018-02-12,1002.000000,1023.000000,1002.000000,1007.650024,945.939209,419067
2018-02-14,1012.000000,1036.300049,1011.950012,1021.650024,959.081787,476881
2018-02-15,1025.000000,1037.900024,1005.349976,1013.150024,951.102356,343282
2018-02-16,1014.000000,1031.050049,996.599976,1002.549988,941.151489,445965
2018-02-19,1004.000000,1008.400024,974.650024,986.549988,926.131348,397194
2018-02-20,986.549988,998.799988,982.000000,988.099976,927.586426,290568
2018-02-21,991.700012,1001.849976,984.099976,991.650024,930.919006,353589
2018-02-22,989.500000,1011.900024,986.549988,997.849976,936.739380,700084
2018-02-23,1003.950012,1023.500000,999.150024,1019.750000,957.298157,488284
2018-02-26,1020.000000,1052.300049,1018.049988,1048.699951,984.475037,901256
2018-02-27,1054.800049,1056.449951,1036.000000,1038.900024,975.275330,504563
2018-02-28,1034.099976,1068.000000,1025.099976,1053.250000,988.746521,875941
2018-03-01,1052.500000,1067.300049,1041.000000,1044.550049,980.579407,296768
2018-03-05,1042.000000,1051.699951,1016.900024,1041.699951,977.903870,396817
2018-03-06,1055.000000,1066.000000,1027.000000,1031.550049,968.375427,470841
2018-03-07,1031.449951,1043.000000,990.500000,995.500000,934.533203,523787
2018-03-08,1005.700012,1012.000000,991.549988,1001.950012,940.588318,290746
2018-03-09,1009.700012,1012.599976,994.000000,1002.349976,940.963745,246935
2018-03-12,1010.900024,1020.000000,1005.150024,1013.549988,951.477722,250781
2018-03-13,1013.950012,1023.000000,999.099976,1010.700012,948.802429,267919
2018-03-14,1008.000000,1017.900024,1001.000000,1010.299988,948.426819,335484
2018-03-15,1009.400024,1048.000000,1008.950012,1037.650024,974.101929,507111
2018-03-16,1041.900024,1046.900024,996.799988,1012.750000,950.726807,557433
2018-03-19,1013.500000,1017.849976,976.099976,979.200012,919.231567,374276
2018-03-20,975.000000,990.750000,956.250000,985.250000,924.910950,513794
2018-03-21,994.700012,1011.349976,988.549988,993.950012,933.078186,431897
2018-03-22,994.349976,1004.000000,988.049988,992.250000,931.482239,273022
2018-03-23,974.799988,979.950012,955.849976,965.900024,906.746094,333012
2018-03-26,967.000000,980.000000,966.299988,977.349976,917.494751,393767
2018-03-27,981.799988,1010.000000,974.250000,1007.250000,945.563660,637940
2018-03-28,1004.099976,1019.000000,978.450012,985.349976,925.004822,754559
2018-04-02,991.000000,1009.000000,986.549988,1002.049988,940.682068,514571
2018-04-03,1000.150024,1009.599976,994.150024,1004.700012,943.169861,285091
2018-04-04,1011.700012,1040.000000,998.000000,1003.299988,941.855530,1136562
2018-04-05,1021.750000,1028.000000,1014.450012,1020.299988,957.814453,288666
2018-04-06,1010.000000,1035.000000,1010.000000,1024.599976,961.851074,333564
2018-04-09,1027.699951,1046.900024,1025.699951,1042.000000,978.185486,524710
2018-04-10,1047.699951,1054.000000,1030.000000,1033.349976,970.065186,437606
2018-04-11,1038.000000,1046.349976,1025.349976,1042.599976,978.748657,361592
2018-04-12,1042.500000,1079.650024,1041.000000,1069.900024,1004.376831,1360731
2018-04-13,1077.500000,1090.000000,1070.000000,1073.599976,1007.850220,980350
2018-04-16,1066.000000,1076.500000,1050.150024,1071.699951,1006.066467,361111
2018-04-17,1070.000000,1084.949951,1065.050049,1071.300049,1005.691101,390080
2018-04-18,1076.000000,1079.000000,1057.599976,1064.349976,999.166565,246797
2018-04-19,1069.699951,1110.750000,1066.250000,1108.400024,1040.518921,1002930
2018-04-20,1107.800049,1148.699951,1103.050049,1142.750000,1072.765381,1493000
2018-04-23,1143.000000,1244.500000,1140.050049,1203.300049,1129.607056,3824215
2018-04-24,1208.000000,1223.949951,1184.000000,1204.050049,1130.311279,1281892
2018-04-25,1204.000000,1247.949951,1196.349976,1228.550049,1153.310791,2040311
2018-04-26,1230.000000,1259.900024,1199.099976,1217.349976,1142.796631,2848481
2018-04-27,1224.699951,1228.349976,1190.250000,1198.650024,1125.241943,809515
2018-04-30,1206.000000,1242.500000,1193.949951,1237.800049,1161.994385,856449
2018-05-02,1239.000000,1242.400024,1205.599976,1215.199951,1140.778320,549492
2018-05-03,1216.000000,1238.000000,1194.250000,1224.550049,1149.555786,939366
2018-05-04,1223.250000,1223.500000,1152.750000,1160.550049,1089.475220,1355350
2018-05-07,1162.000000,1170.949951,1118.800049,1140.800049,1070.934814,1121561
2018-05-08,1144.000000,1184.000000,1140.000000,1179.099976,1106.889160,840152
2018-05-09,1189.000000,1205.000000,1180.449951,1192.449951,1119.421509,888147
2018-05-10,1180.000000,1212.000000,1169.949951,1175.599976,1103.603394,743804
2018-05-11,1181.900024,1201.000000,1177.500000,1183.400024,1110.925903,795280
2018-05-14,1187.500000,1193.500000,1146.150024,1153.550049,1082.903809,448627
2018-05-15,1159.699951,1182.000000,1132.250000,1144.300049,1074.220459,620515
2018-05-16,1143.599976,1180.750000,1136.849976,1167.550049,1096.046509,657434
2018-05-17,1170.000000,1189.449951,1162.500000,1184.949951,1112.380981,608400
2018-05-18,1191.050049,1191.050049,1146.000000,1152.150024,1081.589722,309490
2018-05-21,1153.150024,1172.250000,1136.349976,1163.500000,1092.244507,658514
2018-05-22,1167.949951,1177.800049,1160.400024,1169.449951,1097.829956,388378
2018-05-23,1173.599976,1219.000000,1161.599976,1200.900024,1127.354004,1115230
2018-05-24,1213.250000,1226.150024,1186.300049,1194.949951,1121.768433,725273
2018-05-25,1200.000000,1242.000000,1195.500000,1232.699951,1157.206543,1010904
2018-05-28,1239.000000,1239.000000,1203.099976,1208.300049,1134.301025,445802
2018-05-29,1209.000000,1244.800049,1208.000000,1227.400024,1152.231201,652766
2018-05-30,1228.000000,1256.900024,1225.099976,1238.250000,1162.416748,811822
2018-05-31,1245.000000,1256.000000,1226.150024,1237.099976,1161.337158,922878
2018-06-01,1238.349976,1251.650024,1205.050049,1213.050049,1138.760010,524857
2018-06-04,1216.199951,1221.900024,1196.050049,1203.849976,1130.123291,368549
2018-06-05,1204.000000,1219.500000,1138.800049,1161.099976,1089.991577,751553
2018-06-06,1165.849976,1198.949951,1137.300049,1192.500000,1119.468506,756304
2018-06-07,1201.000000,1218.500000,1193.550049,1210.800049,1136.647827,346232
2018-06-08,1212.400024,1249.949951,1211.050049,1232.400024,1156.925049,1081524
2018-06-11,1239.949951,1241.000000,1220.150024,1226.050049,1150.963867,404692
2018-06-12,1229.000000,1283.500000,1226.000000,1277.900024,1199.638550,2225236
2018-06-13,1288.000000,1297.199951,1273.050049,1280.199951,1201.797607,905610
2018-06-14,1279.900024,1294.900024,1263.300049,1287.300049,1208.462646,666613
2018-06-15,1290.550049,1316.000000,1290.150024,1304.550049,1224.656372,1356195
2018-06-18,1304.900024,1306.500000,1288.199951,1295.800049,1216.442261,335779
2018-06-19,1292.000000,1321.949951,1286.949951,1309.650024,1229.444092,1107248
2018-06-20,1312.800049,1336.000000,1312.500000,1320.750000,1239.864136,1347798
2018-06-21,1320.750000,1332.400024,1314.599976,1323.050049,1242.023315,606720
2018-06-22,1324.650024,1327.000000,1303.400024,1318.550049,1237.798828,336087
2018-06-25,1321.849976,1348.000000,1318.599976,1342.949951,1260.704346,839824
2018-06-26,1349.800049,1358.349976,1333.500000,1349.050049,1266.431152,954560
2018-06-27,1354.000000,1357.199951,1315.599976,1331.500000,1249.955688,536410
2018-06-28,1331.000000,1331.000000,1280.150024,1284.900024,1206.209717,673515
2018-06-29,1297.000000,1340.000000,1292.400024,1334.699951,1252.959717,576857
2018-07-02,1340.000000,1353.000000,1321.849976,1343.750000,1261.455566,626411
2018-07-03,1347.000000,1373.500000,1331.150024,1366.500000,1282.812378,845039
2018-07-04,1370.000000,1371.900024,1350.099976,1359.500000,1276.240967,493055
2018-07-05,1354.000000,1369.099976,1342.199951,1349.050049,1266.431152,410376
2018-07-06,1351.000000,1369.000000,1346.699951,1364.949951,1281.357178,485383
2018-07-09,1374.000000,1389.400024,1362.250000,1381.550049,1296.940674,634227
2018-07-10,1392.449951,1401.300049,1385.400024,1392.449951,1307.172974,468326
2018-07-11,1399.000000,1454.449951,1393.000000,1445.000000,1356.504883,1538513
2018-07-12,1448.900024,1448.900024,1416.099976,1429.250000,1341.719360,697395
2018-07-13,1429.250000,1452.900024,1419.050049,1429.800049,1342.235718,690067
2018-07-16,1421.000000,1441.000000,1406.000000,1420.550049,1343.891357,599513
2018-07-17,1420.000000,1426.000000,1402.449951,1410.349976,1334.241577,404537
2018-07-18,1413.900024,1438.900024,1406.699951,1417.000000,1340.532837,636915
2018-07-19,1426.000000,1431.400024,1358.000000,1374.599976,1300.420898,711513
2018-07-20,1378.900024,1400.000000,1376.050049,1394.500000,1319.247070,422231
2018-07-23,1395.000000,1401.500000,1369.000000,1380.400024,1305.908081,339615
2018-07-24,1384.000000,1395.000000,1365.000000,1378.599976,1304.204956,495033
2018-07-25,1380.000000,1479.000000,1326.000000,1465.449951,1386.368286,5190627
2018-07-26,1454.000000,1490.900024,1427.000000,1449.849976,1371.610107,2546147
2018-07-27,1454.000000,1471.400024,1439.199951,1451.349976,1373.029175,696778
2018-07-30,1454.849976,1454.849976,1418.300049,1425.250000,1348.337524,395510
2018-07-31,1425.000000,1444.500000,1415.349976,1428.199951,1351.128540,574008
2018-08-01,1426.500000,1457.699951,1426.500000,1434.800049,1357.372437,651731
2018-08-02,1431.000000,1442.949951,1401.599976,1407.400024,1331.450928,399538
2018-08-03,1412.800049,1427.500000,1411.099976,1416.949951,1340.485596,431389
2018-08-06,1419.800049,1427.500000,1395.750000,1401.400024,1325.774780,310183
2018-08-07,1405.500000,1411.000000,1375.050049,1385.449951,1310.685425,519736
2018-08-08,1388.449951,1422.500000,1381.000000,1407.849976,1331.876587,1027420
2018-08-09,1410.000000,1414.250000,1385.349976,1388.500000,1313.570801,440694
2018-08-10,1392.750000,1419.550049,1388.349976,1395.550049,1320.240479,686490
2018-08-13,1395.000000,1430.949951,1392.650024,1414.750000,1338.404297,1105299
2018-08-14,1423.800049,1440.000000,1406.349976,1434.099976,1356.710083,873562
2018-08-16,1441.849976,1454.000000,1423.349976,1434.150024,1356.757446,1005006
2018-08-17,1442.800049,1445.699951,1425.500000,1432.099976,1354.817993,421037
2018-08-20,1430.000000,1433.750000,1414.650024,1419.750000,1343.134399,283498
2018-08-21,1415.000000,1448.000000,1412.000000,1441.650024,1363.852783,745323
2018-08-23,1452.000000,1462.000000,1436.699951,1446.400024,1368.346436,701099
2018-08-24,1447.400024,1454.199951,1409.699951,1418.849976,1342.282959,372633
2018-08-27,1418.000000,1435.699951,1414.650024,1424.750000,1347.864624,367521
2018-08-28,1429.000000,1439.550049,1415.000000,1417.599976,1341.100464,227378
2018-08-29,1418.099976,1419.000000,1388.599976,1396.150024,1320.807983,440177
2018-08-30,1398.900024,1417.750000,1389.349976,1407.300049,1331.356323,438030
2018-08-31,1405.000000,1444.800049,1401.199951,1435.849976,1358.365601,912171
2018-09-03,1440.000000,1470.000000,1436.250000,1445.199951,1367.211060,1086963
2018-09-04,1449.949951,1466.949951,1397.150024,1414.050049,1337.742188,680875
2018-09-05,1416.400024,1425.000000,1351.050049,1380.699951,1306.191772,663928
2018-09-06,1376.000000,1376.949951,1335.300049,1352.500000,1279.513672,783438
2018-09-07,1353.900024,1379.400024,1342.000000,1363.050049,1289.494263,509051
2018-09-10,1363.000000,1375.000000,1345.000000,1349.650024,1276.817261,447087
2018-09-11,1353.599976,1355.000000,1306.550049,1311.900024,1241.104492,698408
2018-09-12,1307.500000,1345.000000,1285.800049,1334.150024,1262.153809,754305
2018-09-14,1338.500000,1357.000000,1323.099976,1345.949951,1273.317017,528257
2018-09-17,1345.000000,1378.000000,1332.150024,1365.000000,1291.338989,654525
2018-09-18,1369.000000,1372.000000,1319.699951,1325.949951,1254.396240,337963
2018-09-19,1333.500000,1352.400024,1317.000000,1332.849976,1260.923950,491563
2018-09-21,1340.000000,1350.000000,1209.650024,1295.650024,1225.731567,618629
2018-09-24,1296.000000,1297.400024,1250.000000,1261.400024,1193.329712,388558
2018-09-25,1258.900024,1264.949951,1204.800049,1233.900024,1167.313721,598109
2018-09-26,1238.949951,1238.949951,1178.150024,1186.849976,1122.802612,824655
2018-09-27,1186.800049,1200.699951,1164.000000,1175.900024,1112.443726,628163
2018-09-28,1187.699951,1200.000000,1131.099976,1156.000000,1093.617432,821358
2018-10-01,1152.250000,1179.949951,1111.000000,1161.750000,1099.057251,1028536
2018-10-03,1166.250000,1211.400024,1161.150024,1187.400024,1123.323120,1037247
2018-10-04,1172.000000,1190.000000,1141.300049,1151.050049,1088.934692,557405
2018-10-05,1147.000000,1170.000000,1126.099976,1138.150024,1076.730713,600787
2018-10-08,1145.099976,1163.599976,922.000000,1006.950012,952.610840,3139486
2018-10-09,1000.000000,1002.000000,951.599976,968.200012,915.951965,2837487
2018-10-10,968.200012,1025.000000,968.150024,1016.549988,961.692810,1294588
2018-10-11,983.000000,1005.500000,965.099976,975.200012,922.574219,859089
2018-10-12,993.250000,1008.400024,968.950012,973.150024,920.634888,1023856
2018-10-15,978.000000,999.750000,978.000000,988.150024,934.825378,658740
2018-10-16,993.799988,1045.000000,991.799988,1040.699951,984.539551,1144001
2018-10-17,1055.000000,1055.900024,984.599976,990.950012,937.474304,1083306
2018-10-19,989.900024,994.250000,953.000000,982.650024,929.622192,814011
2018-10-22,992.400024,1015.000000,961.000000,998.349976,944.474976,839503
2018-10-23,987.099976,994.599976,960.000000,973.150024,920.634888,710778
2018-10-24,980.000000,986.500000,946.150024,974.650024,922.053894,988550
2018-10-25,962.099976,970.000000,952.400024,955.349976,903.795349,562811
2018-10-26,958.000000,976.000000,923.849976,967.099976,914.911255,737378
2018-10-29,970.000000,994.500000,960.500000,990.150024,936.717407,476998
2018-10-30,989.000000,1019.000000,983.000000,1010.400024,955.874695,695637
2018-10-31,1017.000000,1040.000000,1007.400024,1034.949951,979.099854,786249
2018-11-01,1043.949951,1082.000000,1037.099976,1074.800049,1016.799377,1178992
2018-11-02,1082.250000,1085.500000,1041.449951,1047.300049,990.783447,565657
2018-11-05,1051.900024,1090.000000,1040.300049,1064.150024,1006.724121,969015
2018-11-06,1065.000000,1080.800049,1041.900024,1048.050049,991.492920,486773
2018-11-07,1053.099976,1062.000000,1053.099976,1056.750000,999.723450,58492
2018-11-09,1049.000000,1058.900024,1022.500000,1028.550049,973.045288,525735
2018-11-12,1031.500000,1034.699951,992.000000,996.250000,942.488281,931101
2018-11-13,992.250000,1012.700012,985.000000,1008.799988,954.360901,611643
